iter	Logloss
0	0.5910576095
1	0.5161787145
2	0.4542632237
3	0.4079693738
4	0.3699251071
5	0.3351401141
6	0.307992828
7	0.2823345026
8	0.25967756
9	0.2433798515
10	0.2304339418
11	0.2168744019
12	0.2066581401
13	0.1923647232
14	0.1834153421
15	0.1760429649
16	0.1697797517
17	0.1630490668
18	0.1559015326
19	0.1475138324
20	0.1417944827
21	0.1364540243
22	0.1316222915
23	0.1266784777
24	0.1215170948
25	0.1182245903
26	0.1133547604
27	0.1098894724
28	0.107516891
29	0.1046612002
30	0.1011499152
31	0.09831368378
32	0.09619548881
33	0.09391740508
34	0.0926719576
35	0.09144061247
36	0.08813771649
37	0.0845816655
38	0.08307201085
39	0.08166037912
40	0.07925537026
41	0.07822993302
42	0.07707687973
43	0.07455051942
44	0.07379515285
45	0.0718611897
46	0.0710916471
47	0.07030934349
48	0.06970028213
49	0.06818409964
50	0.0665779516
51	0.06558988778
52	0.06499544005
53	0.06443413767
54	0.06332088783
55	0.06214416125
56	0.06167636777
57	0.06104345813
58	0.05945647238
59	0.05851106725
60	0.05757954956
61	0.05685135144
62	0.05643063764
63	0.05603391748
64	0.05549750951
65	0.05460747847
66	0.05421904811
67	0.0539089703
68	0.05328175856
69	0.05292649506
70	0.05258519853
71	0.05219442875
72	0.05144186603
73	0.05112817464
74	0.05075868222
75	0.05033928644
76	0.04931410722
77	0.04863926346
78	0.04841183553
79	0.04817894597
80	0.04778970427
81	0.04746064498
82	0.04707284915
83	0.04678256052
84	0.0465309033
85	0.04590279743
86	0.04565892076
87	0.04522602692
88	0.04465732401
89	0.04433313948
90	0.0441567125
91	0.04390201418
92	0.04365175899
93	0.0432308491
94	0.04282900157
95	0.04265071674
96	0.04249323364
97	0.0419218892
98	0.04178452894
99	0.04143278998
100	0.04103836141
101	0.04084779045
102	0.04068355641
103	0.04058177819
104	0.0404488794
105	0.04029672194
106	0.03993884537
107	0.03981985263
108	0.03937885638
109	0.03886150834
110	0.03854988405
111	0.03829959766
112	0.0112	0.03477113	0.113	0.034656114	0.114	0.03458467829
115	0.03446969469
116	0.03426483335
117	0.03414609551
118	0.03406186874
119	0.03376738638
120	0.03368305822
121	0.03356982432
122	0.03336214586
123	0.03322125384
124	0.03307125	0.03549784504
126	0.03535593345
127	0.03517208082
128	0.03502148138
129	0.03492073469
130	0.03477806673
131	0.03462204494
132	0.03447719638
133	0.0343516701
134	0.03419841439
135	0.03404216693
136	0.03381419355
137	0.03370763405
138	0.0333795684
139	0.03324171575
140	0.03296879696
141	0.03287786612
142	0.03278966163
143	0.03260040721
144	0.0324354099
145	0.03233461286
146	0.03223793261
147	0.03215792394
148	0.03205204237
149	0.03185652677
150	0.03173351598
151	0.03150025304
152	0.03143119259
153	0.03133201839
154	0.03120773872
155	0.03110040973
156	0.03105279742
157	0.03084953522
158	0.03075155938
159	0.03069147431
160	0.03062695204
161	0.03049514007
162	0.03039044941
163	0.03029605268
164	0.03023280742
165	0.03016129078
166	0.03005382666
167	0.02990251647
168	0.02969937621
169	0.02948654475
170	0.02925952143
171	0.02912969263
172	0.02904393287
173	0.02868562073
174	0.02863313243
175	0.02860000353
176	0.02852915598
177	0.02835443467
178	0.02799692996
179	0.02757564273
180	0.0274813799
181	0.02716043487
182	0.02704273088
183	0.02698110914
184	0.0268455955
185	0.0267215423
186	0.026656721
187	0.02652857502
188	0.02646528459
189	0.02641044519
190	0.02635154254
191	0.02628753002
192	0.02617326873
193	0.02614673178
194	0.02609969728
195	0.02605747369
196	0.02601404599
197	0.02591394342
198	0.02585485039
199	0.02569174675
200	0.02562900206
201	0.02554898965
202	0.02546203753
203	0.02538169859
204	0.02533597121
205	0.02523626816
206	0.02517148721
207	0.02507880252
208	0.02502429218
209	0.02496921421
210	0.02483903202
211	0.02470873854
212	0.02458009327
213	0.02449954092
214	0.02433177159
215	0.02429171024
216	0.02423315016
217	0.02417532268
218	0.02412513628
219	0.02408925204
220	0.02391714314
221	0.02388804825
222	0.02385032609
223	0.02375173144
224	0.02352821472
225	0.02344100079
226	0.02337079561
227	0.0233063047
228	0.02327055617
229	0.02322371282
230	0.02306416156
231	0.02302324128
232	0.0230085282
233	0.02298183241
234	0.02290924484
235	0.02284384493
236	0.02281015252
237	0.02275782842
238	0.02267830047
239	0.02265393575
240	0.02258955158
241	0.02257845657
242	0.02253240677
243	0.02247728463
244	0.02240599172
245	0.02233328912
246	0.02225628655
247	0.02220135816
248	0.02218082996
249	0.02214132964
250	0.02210879254
251	0.02207277681
252	0.02200248836
253	0.02196756804
254	0.02195040005
255	0.02191756909
256	0.02189597024
257	0.02185264675
258	0.02181173741
259	0.0217640337
260	0.02174125765
261	0.02163400274
262	0.02158145943
263	0.02151837697
264	0.02149392693
265	0.02143932129
266	0.0214015618
267	0.02137001439
268	0.02132839119
269	0.02131429266
270	0.0212095301
271	0.02110094966
272	0.02108225186
273	0.02105654101
274	0.02103101578
275	0.02100502596
276	0.02099630053
277	0.0209613645
278	0.02092228799
279	0.02086885618
280	0.02084033341
281	0.02081357472
282	0.02078981043
283	0.02074555054
284	0.02072663338
285	0.02070261562
286	0.02067699713
287	0.02062582129
288	0.02059308941
289	0.02052306243
290	0.02048534119
291	0.0204554169
292	0.02045086813
293	0.02041495136
294	0.02040314418
295	0.0203844009
296	0.02034044886
297	0.02030566132
298	0.02028306151
299	0.02023150273
300	0.02019865569
301	0.02019167275
302	0.02015456802
303	0.02011705561
304	0.02008717108
305	0.02005871132
306	0.02003486723
307	0.01999158699
308	0.01997791238
309	0.0199378398
310	0.01993291502
311	0.01990306748
312	0.01989106923
313	0.01982730475
314	0.01982257053
315	0.01980974924
316	0.01979877755
317	0.01961446974
318	0.01953492235
319	0.0194995317
320	0.01945384179
321	0.01942622609
322	0.0194150475
323	0.01939633526
324	0.0193748432
325	0.01935326599
326	0.01928921598
327	0.01922835277
328	0.01920087861
329	0.01917485905
330	0.01914793308
331	0.01913356923
332	0.0190969518
333	0.01907446856
334	0.01905033761
335	0.01902983655
336	0.01900825881
337	0.01899984254
338	0.01898564628
339	0.01894133792
340	0.01893448012
341	0.01889792839
342	0.01885144362
343	0.01884154963
344	0.01881408782
345	0.01879979932
346	0.01877099709
347	0.01874139348
348	0.01870660859
349	0.01867786272
350	0.018350	0.018351	0.018351	0.01841761789
352	0.01837102586
353	0.018343018235354	0.018302551535355	0.01828735459
356	0.018283659335357	0.018192425358358	0.01816245248
359	0.01812362625
360	0.01807521736
361	0.0180471306
362	0.01801943089
363	0.01801605756
364	0.01800982579
365	0.01797861647
366	0.01795902466
367	0.01794545712
368	0.01792425771
369	0.01790092474
370	0.01788026894
371	0.0178578703
372	0.01782918642
373	0.01778850397
374	0.01776003499
375	0.01771163945
376	0.01766491769
377	0.0176070194
378	0.01754457541
379	0.01749525703
380	0.01748853142
381	0.0174596675
382	0.01743071199
383	0.01741856935
384	0.01740654916
385	0.01734916567
386	0.01733412948
387	0.01729292605
388	0.01728785342
389	0.01725787949
390	0.01721410896
391	0.01718789075
392	0.017168382853393	0.01714647504394	0.01673091562
395	0.01665141619
396	0.01661997554
397	0.01660218743
398	0.01656883593
399	0.01655215439
400	0.01650271393
401	0.01647151776
402	0.01645685439
403	0.01642684731
404	0.01640488297
405	0.01639251939
406	0.01636592
407	0.01631870649
408	0.01628941086
409	0.01624910418
410	0.0162295463
411	0.01620505671
412	0.01619908756
413	0.0161511579
414	0.01613145714
415	0.01610238579
416	0.01609486805
417	0.01608901445
418	0.01607816515
419	0.01606158663
420	0.01605164754
421	0.01604127024
422	0.01603020907
423	0.01601716252
424	0.01594918793
425	0.01591581497
426	0.01590028439
427	0.01588524581
428	0.01588028869
429	0.01582506308
430	0.0157647426
431	0.01574015598
432	0.01573448538
433	0.0156938862
434	0.01564802142
435	0.01563879067
436	0.01562282721
437	0.01560736776
438	0.01560071718
439	0.01559378644
440	0.01555052775
441	0.01553460331
442	0.01553017255
443	0.01550629575
444	0.01549224224
445	0.01548710184
446	0.01546059203
447	0.01542691603
448	0.01537921878
449	0.01535087456
450	0.01530407666
451	0.01529640452
452	0.0152836478
453	0.01526366837
454	0.01522295255
455	0.01519911916
456	0.01516445474
457	0.01512493982
458	0.01510594333
459	0.01507722519
460	0.01506004594
461	0.01502774728
462	0.01499956474
463	0.01496212554
464	0.01494612573
465	0.01493054607
466	0.01489928228
467	0.01486860002
468	0.0148454409
469	0.01482969137
470	0.01482073176
471	0.01475800759
472	0.01473848086
473	0.01472987897
474	0.01469544951
475	0.0146718527
476	0.01467182452
477	0.01465841833
478	0.01462872029
479	0.01461722131
480	0.01458983149
481	0.01455450903
482	0.0145383101
483	0.01453151111
484	0.01449739069
485	0.01449737282
486	0.01448162303
487	0.01445879758
488	0.01444150628
489	0.01442375026
490	0.0143938771
491	0.01437857116
492	0.01434983755
493	0.01432102482
494	0.0143073189
495	0.0143072951
496	0.01428906506
497	0.01427638053
498	0.01426953479
499	0.01424051435
500	0.01423554262
501	0.01422514017
502	0.01418878096
503	0.01417851704
504	0.01415640263
505	0.01414063075
506	0.01413193641
507	0.01412321498
508	0.01411894415
509	0.01407155649
510	0.01406440834
511	0.01405705821
512	0.01405701982
513	0.0140543404
514	0.0140461514
515	0.01403832662
